station,lon,lat,elevation,start_year,end_year
Ny Alesund (BSRN),11.9273,78.9227,11,1992,2022
Nyregyhaza,21.73333,48.01667,105,1987,1989
Oak Ridge,275.76667,36.01667,287,1950,2006
Obersiebenbrunn,16.71667,48.26667,150,1967,1983
Obihiro,143.21667,42.91667,38,1961,2008
Ocean Weather Station / Papa Ocean,215.0,50.0,6,1960,1998
Ocean Weath. St. A,357.0,61.0,8,1964,1967
Ocean Weath. St. I,360.0,59.0,8,1964,1967
Ocean Weath. St. J,340.0,52.5,8,1964,1967
Ocean Weath. St. K,344.0,45.0,8,1965,1967
Odeigne,5.73333,50.25,640,1968,1980
Odeillo,2.11667,42.48333,1580,1981,1991
Odessa,30.63333,46.48333,64,1964,2021
Odiham,359.05,51.23333,124,2006,2017
Oestersund,14.5,63.18333,876,1983,2021
Ofunato,141.71667,39.06667,37,1963,1973
Ohakea,175.38333,-40.2,55,1965,1991
Oimyakon,143.15,63.26667,726,1964,2021
Oita,131.61667,33.23333,5,1961,2008
Okayama,133.91667,34.66667,3,1961,1973
Okhotsk,143.2,59.36667,8,1964,1993
Oklahoma City,262.4,35.4,397,1950,2002
Olbia A,9.5,40.86667,13,1964,1988
Olenek,112.43333,68.5,127,1964,1997
Omaezaki,138.21667,34.6,45,1972,2002
Omaha,263.98333,41.36667,399,1957,1994
Omsk,73.4,54.93333,119,1964,2021
Onahama,140.9,36.95,3,1961,2008
Oodnadatta Arpt,135.45,-27.55,117,1969,1980
Oostende / Airpt.,2.86667,51.2,5,1975,2008
Oostende/Den Haan,2.91667,51.23333,12,1968,1993
Orizabita,260.8,20.58333,1745,1968,1995
Orleans,1.76667,47.98333,125,2010,2021
Osaka,135.53333,34.81667,6,1959,2008
Oshima,139.36667,34.75,74,1972,2002
Oshodi,3.35,6.53333,22,1964,1967
Osnabrueck,8.05,52.25,104,1977,1998
Ostrava-Poruba,18.15,49.81667,242,1986,2021
Ottawa,284.28333,45.38333,79,1950,1998
Ottawa Int. Airpt.,284.33333,45.31667,116,1996,1998
Ouagadougou,358.48333,12.35,316,1971,1990
Ouahigouya,357.56667,13.58333,337,1979,1990
Outlook Pfra,252.95,51.48333,0,1988,1998
Ovalle,288.81667,-30.56667,370,1969,1973
Oviedo,354.13333,43.35,335,1981,2021
Paganella,11.03333,46.15,2125,1991,2015
Page,248.55,36.93333,1305,1959,1969
Palaiseau SIRTA Observatory (BSRN),2.20806,48.71306,156,2003,2021
"Palinuro,C.",15.28333,40.01667,185,1964,2015
Palma de Mallorca,2.61667,39.55,6,1981,2021
Palma Demallorca Arpt,2.75,39.56667,10,2011,2020
Palmer AAES,210.9,61.56667,69,1967,1969
Palmichal,291.76667,10.3,1000,1996,1998
Pampa de Majes,287.83333,-16.35,1440,1964,1966
Pamplona/Noain Airport,358.36667,42.76667,452,2006,2021
Pantelleria Is.,11.96667,36.81667,170,1964,2009
Panzhihua,101.71667,26.58333,1190,1992,2000
Paraa,31.58333,2.3,693,1973,1978
Parc-Saint-Maur,2.5,48.81667,50,1964,1969
Parinacota,290.73333,-18.2,4392,1966,1973
Paris-Montsouris,2.33333,48.81667,75,1978,2021
Paris-Orly,2.38333,48.71667,89,2000,2021
Parshall 2,291.48333,-21.96667,3360,1971,1972
Pascua Is,250.56667,-27.16667,47,1988,2001
Passau,13.46667,48.58333,412,1979,1996
Pau,359.58333,43.38333,188,1978,2021
Payerne,6.94247,46.81158,490,1981,2021
Payerne (BSRN),6.94389,46.815,491,1992,2021
Payerne BSRN (old),6.95,46.81667,490,1981,2010
Payerne ETH,6.95,46.81667,491,1987,1990
Payerne SMA,6.95,46.81667,490,1994,2007
Pearce Raaf,116.01667,-31.66667,45,1972,1974
Pearl Harbor (Honolulu),202.0,21.36667,10,1950,1952
Pecs,18.2,46.06667,135,1964,1965
Pemba,40.5,-12.96667,50,1973,2002
Penhas Douradas,352.45,40.41667,1380,1964,2007
Pereira d'Eca,15.73333,-17.06667,1100,1973,1974
Perpignan,2.86667,42.73333,43,1980,2021
Perth,115.86667,-31.93333,19,1965,1993
Perth Airport,115.95,-31.93333,20,1964,1993
Perugia,12.5,43.08333,208,1989,2002
Pescara,14.2,42.43333,16,1964,1987
Peshawar,71.51667,34.0,360,1965,1981
Petrolina (BSRN),319.68111,-9.06806,387,2007,2019
Petropavlovsk-Kamchatski,158.75,52.96667,32,1964,2018
Phoenix / Sky Harbor,247.98333,33.43333,344,1950,1994
Piacenza,9.73333,44.91667,134,1990,2014
Pianosa,10.1,42.58333,27,1964,1978
Pian Rosa M.,7.7,45.93333,3488,1964,2012
Piarco Intern. Airport,298.65,10.61667,12,1987,2021
Pica,290.65,-20.5,1280,1969,1973
Pichilinque,280.51667,-1.1,73,1964,1967
Pico Arpt,331.55,38.55,33,2013,2020
Pietersburg,29.45,-23.86667,1230,1953,1968
Piikkio,22.55,60.38333,5,1967,1977
Pilar,296.11667,-31.66667,338,1964,2021
Pinang / Bayan Lepas,100.26667,5.3,3,1975,2009
Pirque,289.48333,-33.61667,680,1972,1973
Pisa / S.Giusto,10.38333,43.68333,1,1964,2015
Pittsburgh,279.78333,40.5,367,1977,1980
Piura,279.4,-5.18333,49,1984,1988
Pleven,24.56667,43.45,131,1964,1995
Po,358.85,11.15,320,1990,1990
Podor,345.03333,16.65,6,1982,1991
Poitiers-Biard,0.3,46.58333,123,2011,2021
Polcura,288.46667,-37.31667,650,1966,1973
Ponferrada,353.4,42.56667,550,2007,2021
Ponta Delgada,334.33333,37.75,35,1964,2013
Ponta Delgada / Nordela Arpt,334.3,37.73333,71,2006,2020
Ponza,12.95,40.91667,184,1989,2003
Poona,73.85,18.53333,555,1957,2021
Popeta,289.2,-34.43333,360,1971,1973
Poprad-Ganovce,20.31667,49.03333,706,2007,2021
Porlamar-Airpt.,296.03333,10.91667,24,1996,1998
Portalegre,352.58333,39.28333,579,2006,2007
Port-aux-Francais,70.21667,-49.33333,18,1973,1987
Port Elizabeth,25.6,-33.98333,62,1957,1976
Port Harcourt,7.01667,4.76667,15,1965,1989
Port Hardy,232.63333,50.68333,23,1967,1998
Port Hedland Airp.,118.61667,-20.36667,9,1969,1991
Portland,289.68333,43.65,19,1950,1975
Port Moresby,147.15,-9.48333,38,1965,1973
Porto,351.4,41.13333,93,1964,2013
Porto Arpt / Pedras Rubras,351.31667,41.23333,70,2000,2013
Portoroz,13.56667,45.51667,92,1974,1991
Porto Santo,343.65,33.06667,78,1957,2021
Portoviejo,279.56667,-1.06667,44,1964,1967
Port Stanley,302.13333,-51.7,51,1964,1966
Port Sudan,37.21667,19.58333,3,1957,1985
Potrerillos,290.51667,-26.33333,2850,1971,1973
Potsdam,13.06223,52.38125,81,1937,2006
Praha /  (Prag-Karlov),14.43333,50.06667,262,1972,2021
Praia,336.48333,14.9,32,1957,1974
Pratica Di Mare,12.45,41.65,12,2011,2015
Preodrasheniya Island,112.5,74.66667,0,1955,1963
Pretoria,28.23333,-25.75,1369,1952,1974
Pretoria Forum,28.18333,-25.73333,1331,1965,1976
Pretoria Irene,28.21667,-25.91667,1532,1974,1976
Prince George,237.31667,53.88333,676,1973,1998
Pristina,21.15,42.65,573,1968,1990
Prosser 4 NE,240.25,46.25,256,1953,1969
Pucon,288.03333,-39.26667,230,1971,1972
Pudahuel,289.21667,-33.38333,474,1988,2005
Puente Arqueado,288.65,-34.28333,119,1966,1973
Puerto Ayacucho,292.5,5.6,73,1964,1998
Puerto Montt,286.91667,-41.41667,85,1997,2021
Puerto Saavedra,286.6,-38.76667,5,1971,1971
Puerto Williams,292.51667,-54.93333,8,1971,1973
Pulawy,21.95,51.41667,147,1965,1978
Pullinque,287.78333,-39.75,145,1966,1973
Pullman,242.83333,46.73333,787,1958,1969
Puno,289.98333,-15.83333,3800,1988,1988
Punta  Arenas,289.03333,-53.13333,37,1971,2021
Pusan,129.03333,35.1,69,1986,2021
Put-in-Bay,277.16667,41.65,177,1950,1953
Puyo,282.1,-1.58333,950,1965,1967
Pyongyang,125.78333,39.03333,35,1965,1993
Qingjiang,119.03333,33.6,18,1993,2000
Qira/Ruoqiang,88.16667,39.03333,888,1957,2000
Qitai,89.56667,44.01667,0,1987,1990
Qrendi,14.43333,35.83333,135,1964,1977
Quelentario,288.4,-34.03333,265,1966,1973
Quelimane,36.88333,-17.88333,6,1998,2011
Quetta / Sheikh Manda,66.95,30.18333,1799,1964,2008
Quezon City/Manila / Science Garden,121.01667,14.63333,45,1964,2021
Quidron,35.45,31.66667,-395,1982,1991
Quillagua,290.45,-21.6,802,1971,1972
Quimper,355.83333,47.96667,90,2010,2021
Rabaul,152.18333,-4.21667,5,1956,1969
Rafah,34.2,31.2,73,1990,2010
Raizet,298.48333,16.26667,7,1973,2021
Raleigh,281.21667,35.86667,132,1950,2002
Rapid City,256.93333,44.05,966,1950,1975
Raqqa,39.0,35.95,250,1972,1977
Reckenholz,8.51667,47.43333,443,1988,1990
Reckenholz-SMA,8.5175,47.4275,443,1981,2007
Regina (BSRN),255.71667,50.2,587,1995,2011
Reims,4.03333,49.3,95,1974,2011
Reims-Prunay,4.15,49.2,95,2012,2021
Rengo,289.13333,-34.4,333,1971,1973
Rennes,358.26667,48.06667,37,1967,2021
Reno,240.21667,39.5,1341,1965,2000
"Reserva Jaru, Ji-Parana",298.08333,-10.08333,120,1991,1993
"Reserva Vale do Rio Doce, Maraba",310.83333,-5.75,150,1991,1993
Resolute,265.01667,74.71667,67,1951,2004
Reus Arpt,358.83333,41.15,73,2004,2021
Reykjavik,338.1,64.13333,52,1957,2021
Richland,240.41667,46.56667,223,1954,1969
Rietholzbach,9.0,47.38333,760,1988,1990
Riserva Ducke (26 km northeast of Manaus),300.05,-2.95,80,1983,1993
Riverside,242.66667,33.96667,320,1950,1969
Riyadh (Solar Village) /BSRN,48.76667,24.65,650,2000,2015
Rockhampton Airp.,150.48333,-23.38333,10,1973,2020
Rock Springs (BSRN),257.93333,40.71667,376,1998,2003
Rocksprings / Penn State,282.27,40.72,376,2001,2021
Rock Springs Pennsylvania (BSRN),282.06667,40.72,376,1998,2020
Rodez-Aveyron,2.46667,44.4,578,2013,2021
Rogen,24.73333,41.55,1750,1996,1998
Roissy-en-France,2.53333,49.03333,108,1989,2021
Rolin de Moura (BSRN),298.22694,-11.58194,252,2007,2007
Roma / Ciampino,12.58333,41.8,131,1964,2009
Roodeplaat,28.35,-25.58333,1164,1956,1976
Roquetas-Tortosa,0.5,40.81667,44,1997,2021
Rothamsted,359.65,51.8,128,1963,1975
Rubona,29.76667,-2.48333,1706,1958,1960
Rucava,21.16667,56.16667,18,2007,2018
Rudolf Island,56.0,82.0,0,1949,1953
Rumoi,141.63333,43.95,24,1973,2002
Ruston,267.35,32.53333,98,1965,1969
Saarbruecken,7.11667,49.21667,325,1981,1998
Sable Island,299.98333,43.93333,4,1969,1998
Sachs Harbour,234.73333,72.0,88,1970,2000
Sa da Bandeira,13.48333,-14.9,1761,1969,1974
Saentis,9.35,47.25,2500,1981,2021
Saga,130.3,33.26667,6,1961,2008
Sagres,351.05,36.98333,25,2006,2007
Saigo,133.33333,36.2,27,1961,1973
Saint Georges,308.19528,3.89056,11,2013,2021
Saint Laurent,305.98333,5.48333,5,2013,2021
Saint-Pierre,303.83333,46.76667,3,1972,2021
Saint-Quentin,3.2,49.81667,98,1973,2021
Sakata,139.85,38.91667,3,1961,2002
Salalah,54.08333,17.03333,20,1988,1991
Salamanca,354.08333,40.95,803,2001,2021
Salamanca University,354.41667,40.91667,550,2004,2014
Salt Lake City,248.03333,40.78333,1288,1950,2006
Saltpond,358.93333,5.2,4,1964,1968
Salzburg,13.0,47.8,435,1957,2003
Salzburg / Freisal,13.05,47.78333,420,1964,2021
Samara,50.45,53.25,44,1964,2021
Samaru,7.63333,11.18333,685,1964,1966
Same,37.71667,-4.08333,872,1969,1976
Samsun,36.25,41.33333,4,1983,1984
San,355.16667,13.33333,284,1980,1980
San Antonio,261.53333,29.53333,242,1951,1974
San  Antonio-del-Tachira,287.56,7.84,377,1964,1998
San Bernardino,9.18472,46.46306,1639,1981,2007
Sandanski,23.26667,41.51667,206,1985,2005
Sand Point,237.75,47.68333,20,1995,2006
Sandspit,228.18333,53.25,8,1967,1998
San Fernando (Chile),289.0,-34.58333,350,1972,1973
San Fernando de Apure,292.58333,7.9,47,1964,1998
San Javier Airport,359.2,37.78333,2,2004,2020
San Joaquin Valley,240.36667,36.3,73,1995,2006
San Juan,294.0,18.43333,19,1979,1979
San Juan-de-Les-Morros,292.66667,9.91667,429,1996,1998
San  Martin,291.58333,-33.08333,653,1967,1967
San Pedro de Atacama,291.81667,-22.91667,2436,1971,1972
San  Salvador,270.8,13.71667,700,1964,1979
San Sebastian,357.95,43.3,258,1995,2021
Santa Catarina University,311.16667,-27.6,7,1990,1991
Santacruz / Bombay,72.85,19.11667,15,1970,2021
Santa Cruz (El Salvador),271.18333,13.43333,30,1964,1976
Santa Cruz (Spain),343.8,28.26667,25,2006,2021
Santa Elena de Uairen,298.88333,4.6,907,1964,1998
Santa Maria,239.55,34.9,82,1950,1975
Santa Maria Airport,334.83333,36.96667,100,2006,2014
Santander,356.18333,43.46667,78,1983,2021
Santa Tecla,270.71667,13.68333,955,1964,1976
Santiago Arpt,351.58333,42.9,370,2004,2021
Santiago (Chile),289.3,-33.45,520,1966,2021
Santiago (Cuba),284.16667,20.05,44,1964,1965
Santo Domingo,287.93333,7.58333,327,1996,1998
Sanya,109.51667,18.23333,6,1992,2000
Sao Martinho da Serra (BSRN),306.17694,-29.44278,489,2006,2019
Sao Tome,6.71667,0.38333,8,1958,1974
Sapporo,141.33333,43.05,17,1957,2020
Sapporo (BSRN),141.32861,43.06,17,2010,2020
Sapu,344.76667,13.6,2,1980,1980
Sarajevo,18.43333,43.86667,505,1964,1977
Sasebo,129.73333,33.16667,4,1961,1969
Saskatoon,253.36667,52.13333,515,1960,1998
Sault Ste Marie,275.63333,46.46667,221,1950,2002
Savannah State College,278.88333,32.05,11,1985,2000
Sayville,286.91667,40.76667,17,1950,1963
Schenectady,286.11667,42.83333,149,1951,1959
Schleswig,9.55,54.53333,59,1980,1998
Seabrook,284.76667,39.5,34,1950,1957
Seattle Tacoma,237.7,47.45,137,1951,1994
Seattle (University of Washington),237.7,47.65,34,1950,1969
Sede Boqer (BSRN),34.76667,30.86667,0,2003,2012
Seeb int. Airpt.,58.28333,23.58333,15,1988,1991
Seehausen,11.73333,52.9,21,1991,1998
Semipalatinsk,80.3,50.41667,195,1964,1992
Sendai,140.9,38.26667,38,1957,2008
Seoul,126.96667,37.56667,86,1986,2021
Sept Iles,293.75,50.21667,53,1973,1998
Serere,32.45,1.51667,1133,1978,1978
Serpa Pinto,17.7,-14.66667,1384,1969,1974
Sevilla,354.1,37.41667,34,1981,1988
Sfax,10.68333,34.71667,23,2008,2008
Shambat  Obs.,32.53333,15.66667,376,1964,1992
Shanghai,121.48333,31.4,7,1991,2016
Shanghai(1961-1990),121.43333,31.16667,4,1961,1990
Shantou,116.68333,23.4,1,1961,2000
Shanwell,357.13333,56.43333,4,1984,1992
Shaoguan,113.6,24.8,0,1961,1990
Sharjah Int. Airport,55.51667,25.33333,33,1991,1991
Shearwater / Halifax,296.5,44.63333,51,1987,1997
Shenyang,123.45,41.73333,43,1961,2016
Shillong,91.88333,25.56667,1600,1967,2021
Shimizu/Ashizuri,133.01667,32.71667,30,1961,2008
Shimonoseki,130.93333,33.95,3,1961,2008
Shionomisaki,135.76667,33.45,73,1961,2009
Shizuoka,138.4,34.98333,14,1973,2002
Showa Station,39.58333,-69.0,3,1959,1988
Shreveport,266.25,32.41667,67,1957,1965
Sidi-Barrani,25.4,31.63333,27,1984,2010
Sidi Bouzid  / old : Sidi-Bou-Said,10.35,36.86667,127,1964,2000
Sikiwna,22.73333,37.98333,150,1981,1993
Silsoe,359.58333,52.01667,59,1958,1975
Simama,27.01667,-9.61667,852,1958,1960
Sines/Monte Chaos,351.13333,37.95,96,2006,2006
Singapore Airport  (neu Changi-Airpt.),103.91667,1.36667,32,1965,2004
Siofok,18.05,46.9,107,1964,1965
Sion,7.3375,46.21889,482,1981,2007
Sioux Falls,263.38,43.73,473,2003,2021
Sioux Falls (BSRN),263.38,43.73,473,2003,2019
Sjenica,20.0,43.28333,1015,1964,1971
Skopje,21.46667,41.98333,240,1964,1976
Sljeme / Puntijarka,15.96667,45.91667,988,1964,2011
S. Maria di Leuca,18.35,39.81667,104,1989,2015
Sodankyla,26.65,67.36667,178,1953,2010
Sofia,23.33333,42.68333,588,1964,2010
Solar Radiation Res.Lab.,254.81667,39.73333,1829,1985,2021
Solar Village (BSRN),46.41,24.91,650,1998,2002
Songea,35.55,-10.68333,1067,1968,1976
Songkhla,100.61667,7.18333,10,1966,1967
Sonnblick,12.95,47.05,3106,1964,2021
Sonnblick (BSRN),12.95778,47.05389,3109,2013,2022
"Sonzier, Montreux",6.92361,46.43889,675,1948,1958
Sopron,16.58333,47.71667,427,1964,2006
Sopron-2,16.6,47.68333,233,1996,2006
Soria,357.5,41.6,1090,2000,2021
Soroti,33.61667,1.71667,1132,1970,1974
South Carolina State Univ.,279.08333,33.75,96,1985,1996
Southern Great Plains Arm E13 (BSRN),277.48333,36.6,318,1994,2019
South Pole (BSRN),24.79889,-89.98306,2800,1992,2017
South Pole US Station (Amundsen-Scott),0.0,-90.0,2835,1976,1988
South-Valley,32.75,26.2,96,2000,2010
Split/Marjan,16.43333,43.51667,122,1964,1984
Spokane,242.46667,47.63333,718,1950,2002
State College,282.13333,40.8,375,1950,1969
St-Auban,5.98333,44.05,461,2012,2021
St-Barthelemymeteo,297.15,17.9,44,2018,2021
St-Brieuc,357.15,48.53333,135,2009,2021
St. Cloud,265.93333,45.55,315,1950,2002
St-Dizier,4.9,48.61667,139,2011,2021
Stephenville,261.81667,32.21667,402,1974,1976
Sterling,282.53333,38.98333,87,1962,2006
St-Etienne -Boutheon,4.28333,45.51667,400,2017,2021
Steyr,14.6,48.06667,309,1964,1984
St. Gallen,9.39944,47.42556,1030,1981,2007
St-Girons,1.1,43.0,414,2011,2021
St.Hubert,5.4,50.03333,563,1968,2008
Stillwater,262.91667,36.13333,277,1950,1967
"St. James, C.",228.98333,51.93333,92,1967,1998
St. John's (Airpt.),307.21667,47.51667,114,1960,1998
Stockholm,17.95,59.35,24,1922,2021
Storlien -Visjovalen,12.11667,63.3,646,2013,2021
St. Petersburg / Voeikovo,30.3,59.96667,4,1964,2000
Strassburg,7.63333,48.55,153,1974,2021
Strbske Pleso,20.08333,49.11667,1353,1973,2008
Stuttgart,9.2,48.83333,318,1979,1998
Suffield,248.81667,50.26667,775,1959,1998
Sulayel,45.61667,20.46667,16,1980,1990
Summerland,240.35,49.56667,454,1960,1995
Suolun,121.21667,46.6,500,1992,2000
Sur,59.48333,22.53333,14,1988,1991
Sutton Bonington,358.75,52.83333,48,1959,1975
Suttsu,140.21667,42.8,33,1973,2002
Suva/Laucala Bay,178.45,-18.15,6,1985,2011
Suwa,138.11667,36.05,760,1961,1967
Suwalki,22.95,54.1,172,1964,1978
S. Valentino,10.53333,46.75,1461,2011,2015
Svenska Hogarna,19.5,59.45,10,2009,2021
Sverdlovsk / Ekaterinburg,60.63333,56.8,290,1964,1991
Swakopmund,14.51667,-22.68333,0,1957,1958
Swan Island,276.06667,17.4,17,1951,1991
Swift Current,252.26667,50.26667,825,1960,2000
Sydney,151.2,-33.86667,42,1982,1991
Sydney Airp.,151.18333,-33.95,6,1983,1994
Sydney Macguarie University,151.11667,-33.66667,60,1968,1987
Syowa Base (old),39.58333,-69.0,21,2007,2007
Syowa (BSRN),39.58889,-69.005,18,1994,2021
Szarvas,20.53333,46.86667,85,1980,2006
Szeged,20.1,46.25,79,1964,1965
Szentgotthard,16.28333,46.95,221,1964,1965
Taastrup / Copenhagen,12.3,55.66667,28,1965,2002
Tabarka,8.75,36.95,21,2008,2008
Tabora,32.83333,-5.08333,1181,1965,1975
Tabuk,36.63333,28.36667,778,1978,1990
Tacheng,83.0,46.73333,535,1993,2000
Tafo,359.61667,6.25,195,1972,1979
Tahoua,5.25,14.9,386,1978,1980
Tahrir,30.7,30.65,16,1964,1999
Taita,174.96667,-41.18333,65,1965,1968
Taiyuan,112.55,37.78333,778,1961,2000
Takada,138.25,37.1,13,1961,2007
Takamatsu,134.05,34.31667,9,1961,2008
Takayama,137.25,36.15,560,1961,1973
Takoradi,358.23333,4.88333,4,1965,1983
Tallahassee,275.63333,30.38333,25,1954,2002
Tal-Tal,289.43333,-25.41667,5,1971,1973
Tamale,359.11667,9.41667,180,1966,1980
Tamanrasset,5.51667,22.78333,1377,1959,2021
Tamanrasset (BSRN),5.51667,22.78333,1377,1995,2022
Tambacounda,346.31667,13.76667,49,1980,1987
Tampa,277.46667,27.96667,3,1952,2000
Tanegashima,130.98333,30.73333,17,1961,1973
Tarbes-Ossun,0.0,43.18333,360,2010,2021
Tashkent,69.26667,41.26667,428,1964,1992
Tateno,140.13333,36.05,25,1957,2021
Tateno (BSRN),140.13333,36.05,25,1996,2022
Tavaux,5.41667,47.03333,195,2012,2021
Tbilisi,44.95,41.68333,427,1964,1992
Temblador,297.38333,9.01667,327,1996,1998
Temuco,287.03333,-38.81667,98,1976,2001
Tenerife,343.43333,28.03333,25,2003,2021
Tengchong,98.5,25.01667,1655,1961,2000
Tennant Creek,134.16667,-19.63333,375,1996,2006
"Terminillo, M.",12.98333,42.46667,1875,1964,2008
Termoli,15.0,42.0,16,1989,2012
Teruel,358.88333,40.35,900,2007,2021
Tete,33.58333,-16.18333,154,1965,2005
The Pas,258.9,53.96667,272,1972,1998
Thessaloniki,22.96,40.63,60,1992,2021
Thompson (Zoo),262.13333,55.8,206,1994,1997
Tianjin,117.06667,39.08333,3,1959,2000
Tianshui,105.63333,34.6,0,1960,1966
Tiksi Bay - Muostakh Island,129.0,71.7,0,1936,1963
Tiksi (BSRN),128.91889,71.58611,48,2010,2018
Tillabery,1.45,14.2,209,1978,1980
Timisoara,21.25,45.76667,86,1964,1993
Timisoara neu,21.28333,45.78333,90,1964,2021
Tiszaors,20.83333,47.53333,91,1964,1965
Titlis Bergstation,8.41667,46.78333,3020,1990,1992
Titlis Stand,8.41667,46.78333,2450,1990,1992
Tocopilla,289.78333,-22.08333,16,1971,1973
Tokar,37.61667,18.43333,20,1974,1985
Tokushima,134.56667,34.06667,2,1961,1973
Tokyo,139.76667,35.68333,6,1961,2008
Toledo,355.66667,39.55,910,1983,2021
Toledo 2,355.95,39.88333,515,1995,2010
Tombouctou,357.0,16.71667,264,1980,1980
Tongliao,122.26667,43.6,0,1960,2000
Toravere,26.78333,58.45,70,1955,1994
Toravere (BSRN),26.46194,58.25389,70,1999,2020
Toravere (old),26.46667,58.26667,70,1955,2010
Torino,7.65,45.18333,282,1964,1991
Torino-Bric,7.73333,45.03333,709,1964,1998
Toronto,280.6,43.66667,116,1950,2000
Toronto Met.Res.St.,280.45,43.8,149,1967,1998
Toronto Scarborough,280.76667,43.71667,157,1959,1998
Tororo,34.16667,0.68333,1170,1966,1978
Tortosa,0.51667,40.81667,0,1966,1972
Toulon (Ile du Levant),6.46667,43.03333,110,1988,2021
Toulouse / Blagnac,1.36667,43.63333,152,1991,2021
Tours,0.71667,47.45,108,1976,2021
Townsville,146.75,-19.25,5,1953,2020
Toyama,137.2,36.71667,9,1961,2002
Trapani / Birgi,12.51667,37.91667,14,1964,2015
Trappes,2.01667,48.76667,168,1967,2021
Trebisov,21.73333,48.66667,107,1986,2021
Treviso / Santo Angelo,12.18333,45.65,18,1991,2000
Trier,6.66667,49.75,278,1958,2021
Trieste,13.75,45.65,20,1964,2015
Trikala,22.55,40.58333,1,1981,1993
Trinite-Caravel,299.13333,14.76667,26,2014,2021
Trivandrum,76.95,8.48333,60,1964,2021
Tromso,18.95,69.65,102,1941,1965
Troyes-Barberey,4.01667,48.31667,112,2009,2021
Tucson,249.06667,32.11667,779,1955,1969
Tucuman,294.8,-26.8,481,1967,1973
Tulear,43.73333,-23.4,8,1988,1993
Tumeremo,298.55,7.3,180,1964,1998
Tumotezuoqi,111.15,40.68333,0,1970,1991
Tunis-Carthage,10.23333,36.83333,4,1964,2008
Tunxi,118.28333,29.71667,143,1992,2000
Turpan,89.2,42.93333,35,1960,2000
Turukhansk,87.95,65.78333,32,1964,1997
Tymbakion,24.76667,35.0,7,1977,1993
Uccle,4.35,50.8,105,1961,2011
Udine/Rivolto new,13.03333,45.98333,51,1988,2010
Udine / Rivolto old,13.18333,46.03333,92,1964,2010
Ulaangom,92.06667,49.85,934,1964,2021
Ulan-Bator,106.75,47.85,1264,1964,2021
Ulcinj,19.21667,41.91667,97,1964,1965
Ulyasutay,96.85,47.75,1751,1964,2021
Umbeluzi,32.38333,-26.05,12,1970,1997
Umea,20.25,63.81667,10,1988,2021
Unayzah,43.98333,26.06667,724,1975,1989
University of Tsukuba,140.1,36.11667,27,1981,1991
Upington,21.26667,-28.43333,814,1955,1976
Upton,287.11667,40.86667,27,1950,1957
Urakawa,142.78333,42.01667,33,1973,2002
Urumqi,87.61667,43.78333,918,1959,2016
Ushibuka,130.03333,32.2,3,1962,1969
Ushuaia,291.69,-54.85,10,1994,2021
Ustica Is.,13.18333,38.7,250,1964,1997
"Utsjoki, Kevo",27.03333,69.75,107,1971,2017
Utsunomiya,139.86667,36.55,119,1961,2002
Vaexjoe / Kronoberg,14.73333,56.93333,182,1983,2021
Valence-Chabeui,4.96667,44.9,163,2014,2017
Valencia Airport,359.53333,39.5,62,2004,2021
Valencia (Spain),359.61667,39.48333,23,1996,2021
Valencia (Venezuela),292.06667,10.16667,430,1996,1998
Valentia,349.75,51.93333,30,1964,2021
Valera,289.43333,9.35,628,1996,1998
Valladolid,355.23333,41.65,734,1995,2021
Valle de la Pascua,293.98333,9.21667,125,1996,1998
Vallenar,289.23333,-28.6,526,1971,2003
Valparaiso,288.4,-33.03333,70,1966,1986
Valparaiso (USM),288.51667,-33.03333,70,1962,2004
Vanavara,102.26667,60.33333,259,1964,2006
Vancouver,236.75,49.25,87,1959,1987
"Vancouver, British Columbia",236.7,49.25,50,1987,1987
Vannes,357.25,47.63333,11,2013,2021
Varna,27.91667,43.2,14,1964,1998
Velen,190.2,66.21667,0,1956,1963
Venezia / Tessera,12.33333,45.5,6,1964,1989
Verkhoyansk,133.38333,67.55,137,1964,2004
Verona / Villafranca,10.86667,45.38333,67,1989,2012
Vichy-Charmeil,3.38333,46.16667,249,2010,2021
Vigna di Valle,12.21667,42.08333,262,1964,2015
Vignola,8.65,41.91667,90,1988,1989
Vigo Airport,351.36667,42.21667,255,2004,2021
Vilanova-Arousa,351.25,42.6,15,1999,2019
Vila Real,352.26667,41.31667,562,2006,2006
Visby - Aerolog. Station,18.35,57.66667,51,1983,2021
Viseau,352.11667,40.71667,644,2006,2007
Vishakhapatnam,83.23333,17.71667,41,1964,2021
Viterbo,12.08333,42.43333,300,1989,2014
Vitoria,358.33333,42.86667,550,2000,2021
Vize Island,77.0,79.5,0,1958,1963
Vladivostok,131.9,43.11667,138,1964,2015
Vlissingen,3.6,51.45,8,1978,2015
Voi,38.56667,-3.4,560,1964,2007
Vostok,106.86667,-78.45,3488,1964,1993
Vrangelya Island,182.5,71.25,0,1958,1996
Vyedineniya Island,80.5,77.5,0,1935,1963
Waddington,359.48333,53.16667,73,2006,2017
Wadi  El-Natoun,30.36667,30.4,49,1999,2010
Wadi Halfa,31.3,21.83333,155,1960,1964
Wad Medani,33.48333,14.4,408,1957,1992
Wageningen,5.65,51.96667,7,1928,2006
Wagga Wagga Airp.,147.45,-35.15,221,1968,2010
Wagga Wagga AMO,147.46,-35.16,221,1968,2021
Wajima,136.9,37.38333,5,1971,2010
Wakayama,135.16667,34.23333,14,1961,1973
